support,itemsets,length
0.24882745001234263,"frozenset({'Discount_group=11-20', 'Subscription_group=37m+'})",2
0.24759318686744014,frozenset({'Activity_group=91-180d'}),1
0.24734633423845964,frozenset({'Age_group=<=30'}),1
0.24611207109355715,frozenset({'Region=North'}),1
0.24068131325598618,frozenset({'Region=East'}),1
0.23599111330535671,"frozenset({'Churned=1', 'Tickets_group=1-2'})",2
0.23105406072574672,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Discount_group=11-20'})",3
0.22907923969390273,"frozenset({'Churned=1', 'Spend_group=40-60'})",2
0.22562330288817575,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Gender=Female'})",3
0.22562330288817575,"frozenset({'Spend_group=40-60', 'Payment_Method=Debit Card'})",2
0.22463589237225376,"frozenset({'Churned=1', 'Gender=Female'})",2
0.22438903974327326,"frozenset({'Discount_group=11-20', 'Payment_Method=Debit Card'})",2
0.22389533448531226,"frozenset({'Churned=1', 'Gender=Male'})",2
0.22364848185633177,"frozenset({'Spend_group=40-60', 'Payment_Method=PayPal'})",2
0.22241421871142927,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Gender=Male'})",3
0.22192051345346828,"frozenset({'Activity_group=181-365d', 'Churned=0'})",2
0.2201925450506048,"frozenset({'Spend_group=40-60', 'Churned=0', 'Gender=Female'})",3
0.2194519871636633,"frozenset({'Discount_group=11-20', 'Payment_Method=PayPal'})",2
0.21599605035793631,"frozenset({'Discount_group=11-20', 'Payment_Method=Credit Card'})",2
0.21377437669711183,"frozenset({'Subscription_group=37m+', 'Tickets_group=1-2'})",2
0.21352752406813133,"frozenset({'Discount_group=1-10', 'Spend_group=40-60'})",2
0.21229326092322884,"frozenset({'Spend_group=40-60', 'Gender=Male', 'Churned=0'})",3
0.21229326092322884,"frozenset({'Spend_group=40-60', 'Payment_Method=Credit Card'})",2
0.21130585040730684,"frozenset({'Discount_group=11-20', 'Churned=0', 'Tickets_group=1-2'})",3
0.21056529252036535,frozenset({'Subscription_group=13-24m'}),1
0.21031843989138485,"frozenset({'Subscription_group=37m+', 'Churned=0'})",2
0.20784991360157987,frozenset({'Subscription_group=<=12m'}),1
0.2031597136509504,"frozenset({'Churned=1', 'Spend_group=20-40'})",2
0.20291286102196987,frozenset({'Satisfaction_group=9-10 high'}),1
0.20241915576400887,frozenset({'Satisfaction_group=7-8'}),1
0.20241915576400887,frozenset({'Subscription_group=25-36m'}),1
0.20143174524808688,frozenset({'Satisfaction_group=5-6'}),1
0.1994569242162429,"frozenset({'Discount_group=11-20', 'Tickets_group=3-5'})",2
0.1969883979264379,"frozenset({'Spend_group=40-60', 'Gender=Female', 'Tickets_group=1-2'})",3
0.1969883979264379,"frozenset({'Churned=1', 'Satisfaction_group=1-2 low'})",2
0.1969883979264379,frozenset({'Satisfaction_group=1-2 low'}),1
0.1962478400394964,frozenset({'Satisfaction_group=3-4'}),1
0.19550728215255492,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Tickets_group=1-2'})",3
0.19451987163663292,"frozenset({'Subscription_group=37m+', 'Gender=Female'})",2
0.19353246112071093,"frozenset({'Churned=1', 'Activity_group=181-365d', 'Discount_group=11-20'})",3
0.19303875586274993,"frozenset({'Discount_group=11-20', 'Age_group=31-45'})",2
0.19205134534682794,"frozenset({'Spend_group=40-60', 'Age_group=31-45'})",2
0.19057022957294495,"frozenset({'Discount_group=1-10', 'Churned=0'})",2
0.18982967168600345,"frozenset({'Discount_group=1-10', 'Tickets_group=1-2'})",2
0.18884226117008146,"frozenset({'Age_group=46-60', 'Discount_group=11-20'})",2
0.18859540854110096,"frozenset({'Activity_group=181-365d', 'Subscription_group=37m+'})",2
0.18834855591212046,"frozenset({'Age_group=46-60', 'Spend_group=40-60'})",2
0.18810170328313996,"frozenset({'Churned=0', 'Payment_Method=Debit Card'})",2
0.18810170328313996,"frozenset({'Payment_Method=Credit Card', 'Tickets_group=1-2'})",2
0.18612688225129598,"frozenset({'Spend_group=40-60', 'Tickets_group=3-5'})",2
0.18513947173537398,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Tickets_group=1-2'})",3
0.184645766477413,"frozenset({'Subscription_group=37m+', 'Gender=Male'})",2
0.1843989138484325,"frozenset({'Discount_group=11-20', 'Gender=Female', 'Tickets_group=1-2'})",3
0.183658355961491,"frozenset({'Tickets_group=1-2', 'Payment_Method=PayPal'})",2
0.182670945445569,"frozenset({'Churned=0', 'Payment_Method=PayPal'})",2
0.182177240187608,"frozenset({'Discount_group=11-20', 'Churned=0', 'Gender=Female'})",3
0.181683534929647,"frozenset({'Discount_group=11-20', 'Spend_group=40-60', 'Subscription_group=37m+'})",3
0.180696124413725,"frozenset({'Payment_Method=Credit Card', 'Churned=0'})",2
0.17995556652678352,"frozenset({'Payment_Method=Debit Card', 'Tickets_group=1-2'})",2
0.17872130338188102,"frozenset({'Gender=Male', 'Discount_group=11-20', 'Churned=0'})",3
0.17872130338188102,"frozenset({'Spend_group=40-60', 'Gender=Male', 'Tickets_group=1-2'})",3
0.17847445075290053,"frozenset({'Satisfaction_group=7-8', 'Spend_group=40-60'})",2
0.17748704023697853,"frozenset({'Discount_group=11-20', 'Gender=Male', 'Tickets_group=1-2'})",3
0.17748704023697853,"frozenset({'Spend_group=40-60', 'Region=West'})",2
0.17724018760799803,frozenset({'Age_group=60+'}),1
0.17575907183411504,"frozenset({'Discount_group=1-10', 'Gender=Female'})",2
0.17501851394717355,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Churned=0'})",3
0.17403110343125155,"frozenset({'Region=West', 'Discount_group=11-20'})",2
0.17403110343125155,"frozenset({'Gender=Male', 'Payment_Method=Debit Card'})",2
0.17254998765736856,"frozenset({'Gender=Female', 'Payment_Method=PayPal'})",2
0.17156257714144654,"frozenset({'Spend_group=40-60', 'Satisfaction_group=5-6'})",2
0.17008146136756355,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Gender=Female'})",3
0.16983460873858305,"frozenset({'Activity_group=181-365d', 'Payment_Method=PayPal'})",2
0.16934090348062206,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Gender=Male'})",3
0.16934090348062206,"frozenset({'Activity_group=181-365d', 'Payment_Method=Credit Card'})",2
0.16884719822266106,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Gender=Female'})",3
0.16884719822266106,"frozenset({'Churned=1', 'Subscription_group=37m+'})",2
0.16835349296470006,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Churned=0', 'Tickets_group=1-2'})",4
0.16835349296470006,"frozenset({'Discount_group=1-10', 'Activity_group=181-365d'})",2
0.16761293507775857,"frozenset({'Payment_Method=Credit Card', 'Gender=Female'})",2
0.16736608244877807,"frozenset({'Activity_group=181-365d', 'Payment_Method=Debit Card'})",2
0.16637867193285608,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Gender=Male'})",3
0.16613181930387558,"frozenset({'Spend_group=40-60', 'Region=South'})",2
0.16563811404591458,"frozenset({'Activity_group=91-180d', 'Churned=0'})",2
0.16539126141693408,"frozenset({'Churned=1', 'Spend_group=40-60', 'Discount_group=11-20'})",3
0.16539126141693408,frozenset({'Activity_group=31-90d'}),1
0.1646507035299926,"frozenset({'Gender=Female', 'Payment_Method=Debit Card'})",2
0.1644038509010121,"frozenset({'Discount_group=1-10', 'Gender=Male'})",2
0.1644038509010121,"frozenset({'Discount_group=11-20', 'Region=South'})",2
0.1636632930140706,"frozenset({'Spend_group=40-60', 'Subscription_group=37m+', 'Tickets_group=1-2'})",3
0.1634164403850901,"frozenset({'Age_group=<=30', 'Spend_group=40-60'})",2
0.1631695877561096,"frozenset({'Spend_group=40-60', 'Activity_group=91-180d'})",2
0.1624290298691681,"frozenset({'Churned=0', 'Gender=Female', 'Tickets_group=1-2'})",3
0.1621821772401876,"frozenset({'Gender=Male', 'Payment_Method=PayPal'})",2
0.1619353246112071,"frozenset({'Discount_group=11-20', 'Activity_group=91-180d'})",2
0.1614416193532461,"frozenset({'Churned=1', 'Spend_group=40-60', 'Activity_group=181-365d'})",3
0.1614416193532461,"frozenset({'Discount_group=11-20', 'Region=North'})",2
0.1609479140952851,"frozenset({'Region=East', 'Spend_group=40-60'})",2
0.1607010614663046,"frozenset({'Age_group=46-60', 'Tickets_group=1-2'})",2
0.1607010614663046,"frozenset({'Satisfaction_group=9-10 high', 'Churned=0'})",2
0.16020735620834362,"frozenset({'Churned=0', 'Age_group=31-45'})",2
0.15996050357936312,"frozenset({'Region=East', 'Discount_group=11-20'})",2
0.15971365095038262,"frozenset({'Age_group=<=30', 'Discount_group=11-20'})",2
0.15946679832140212,"frozenset({'Churned=0', 'Tickets_group=3-5'})",2
0.15897309306344112,"frozenset({'Payment_Method=Credit Card', 'Gender=Male'})",2
0.15773882991853863,"frozenset({'Age_group=31-45', 'Tickets_group=1-2'})",2
0.15699827203159714,"frozenset({'Spend_group=40-60', 'Region=North'})",2
0.15650456677363614,"frozenset({'Satisfaction_group=5-6', 'Churned=0'})",2
0.15378918785485066,"frozenset({'Age_group=46-60', 'Churned=0'})",2
0.15354233522587016,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Payment_Method=Debit Card'})",3
0.15329548259688966,"frozenset({'Gender=Male', 'Churned=0', 'Tickets_group=1-2'})",3
0.15329548259688966,"frozenset({'Gender=Male', 'Tickets_group=3-5'})",2
0.15280177733892866,"frozenset({'Satisfaction_group=7-8', 'Churned=0'})",2
0.15206121945198717,"frozenset({'Churned=1', 'Discount_group=11-20', 'Gender=Male'})",3
0.15206121945198717,"frozenset({'Churned=1', 'Payment_Method=PayPal'})",2
0.15132066156504567,"frozenset({'Activity_group=181-365d', 'Tickets_group=3-5'})",2
0.15058010367810418,"frozenset({'Churned=1', 'Discount_group=11-20', 'Tickets_group=1-2'})",3
0.15058010367810418,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Payment_Method=PayPal'})",3
0.15058010367810418,"frozenset({'Churned=1', 'Payment_Method=Debit Card'})",2
0.14983954579116268,"frozenset({'Discount_group=1-10', 'Spend_group=40-60', 'Churned=0'})",3
0.14983954579116268,"frozenset({'Spend_group=40-60', 'Subscription_group=37m+', 'Churned=0'})",3
0.14959269316218218,"frozenset({'Gender=Male', 'Age_group=31-45'})",2
0.14959269316218218,"frozenset({'Churned=1', 'Discount_group=1-10'})",2
0.14934584053320168,"frozenset({'Spend_group=40-60', 'Churned=0', 'Payment_Method=Debit Card'})",3
0.1486052826462602,"frozenset({'Churned=1', 'Activity_group=181-365d', 'Tickets_group=1-2'})",3
0.1486052826462602,"frozenset({'Gender=Female', 'Tickets_group=3-5'})",2
0.1478647247593187,"frozenset({'Activity_group=181-365d', 'Age_group=31-45'})",2
0.1478647247593187,"frozenset({'Subscription_group=25-36m', 'Spend_group=40-60'})",2
0.1468773142433967,"frozenset({'Churned=1', 'Discount_group=11-20', 'Gender=Female'})",3
0.1466304616144162,"frozenset({'Region=West', 'Tickets_group=1-2'})",2
0.1458899037274747,"frozenset({'Region=West', 'Churned=0'})",2
0.1458899037274747,"frozenset({'Churned=1', 'Payment_Method=Credit Card'})",2
0.1453961984695137,"frozenset({'Age_group=46-60', 'Activity_group=181-365d'})",2
0.1451493458405332,"frozenset({'Spend_group=40-60', 'Subscription_group=37m+', 'Gender=Female'})",3
0.1449024932115527,"frozenset({'Churned=1', 'Activity_group=181-365d', 'Gender=Male'})",3
0.1449024932115527,"frozenset({'Discount_group=11-20', 'Spend_group=20-40'})",2
0.14465564058257221,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Churned=0'})",3
0.14391508269563072,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Payment_Method=Credit Card'})",3
0.14366823006665022,"frozenset({'Activity_group=181-365d', 'Gender=Female', 'Tickets_group=1-2'})",3
0.14317452480868922,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Churned=0', 'Gender=Female'})",4
0.14317452480868922,"frozenset({'Spend_group=40-60', 'Churned=0', 'Payment_Method=PayPal'})",3
0.14243396692174773,"frozenset({'Age_group=46-60', 'Gender=Female'})",2
0.14243396692174773,"frozenset({'Churned=1', 'Tickets_group=3-5'})",2
0.14194026166378673,"frozenset({'Gender=Female', 'Age_group=31-45'})",2
0.14144655640582574,"frozenset({'Age_group=46-60', 'Gender=Male'})",2
0.14119970377684524,"frozenset({'Discount_group=11-20', 'Subscription_group=37m+', 'Tickets_group=1-2'})",3
0.14095285114786474,"frozenset({'Spend_group=40-60', 'Satisfaction_group=9-10 high'})",2
0.13996544063194272,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Subscription_group=37m+'})",3
0.13996544063194272,"frozenset({'Spend_group=40-60', 'Payment_Method=Credit Card', 'Churned=0'})",3
0.13971858800296222,"frozenset({'Churned=1', 'Activity_group=181-365d', 'Gender=Female'})",3
0.13971858800296222,"frozenset({'Age_group=<=30', 'Churned=0'})",2
0.13971858800296222,"frozenset({'Discount_group=11-20', 'Subscription_group=<=12m'})",2
0.13947173537398172,"frozenset({'Gender=Male', 'Spend_group=40-60', 'Discount_group=11-20', 'Churned=0'})",4
0.13947173537398172,"frozenset({'Discount_group=11-20', 'Subscription_group=13-24m'})",2
0.13922488274500122,"frozenset({'Activity_group=91-180d', 'Tickets_group=1-2'})",2
0.13799061960009873,"frozenset({'Churned=1', 'Spend_group=20-40', 'Satisfaction_group=1-2 low'})",3
0.13799061960009873,"frozenset({'Satisfaction_group=1-2 low', 'Spend_group=20-40'})",2
0.13774376697111823,"frozenset({'Discount_group=11-20', 'Subscription_group=37m+', 'Churned=0'})",3
0.13700320908417674,"frozenset({'Region=West', 'Activity_group=181-365d'})",2
0.13675635645519624,"frozenset({'Region=East', 'Churned=0'})",2
0.13650950382621574,"frozenset({'Age_group=<=30', 'Tickets_group=1-2'})",2
0.13626265119723524,"frozenset({'Region=South', 'Tickets_group=1-2'})",2
0.13601579856825474,"frozenset({'Spend_group=40-60', 'Subscription_group=37m+', 'Gender=Male'})",3
0.13576894593927424,"frozenset({'Region=South', 'Churned=0'})",2
0.13527524068131325,"frozenset({'Spend_group=40-60', 'Churned=0', 'Satisfaction_group=5-6'})",3
0.13527524068131325,"frozenset({'Satisfaction_group=7-8', 'Spend_group=40-60', 'Churned=0'})",3
0.13478153542335225,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Discount_group=11-20', 'Tickets_group=1-2'})",4
0.13478153542335225,"frozenset({'Activity_group=181-365d', 'Gender=Male', 'Tickets_group=1-2'})",3
0.13478153542335225,"frozenset({'Region=East', 'Tickets_group=1-2'})",2
0.13453468279437175,"frozenset({'Satisfaction_group=7-8', 'Discount_group=11-20'})",2
0.13404097753641075,"frozenset({'Region=North', 'Tickets_group=1-2'})",2
0.13354727227844976,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Gender=Female', 'Tickets_group=1-2'})",4
0.13354727227844976,"frozenset({'Satisfaction_group=9-10 high', 'Discount_group=11-20'})",2
0.13305356702048876,"frozenset({'Churned=0', 'Region=North'})",2
0.13305356702048876,"frozenset({'Region=West', 'Gender=Female'})",2
0.13280671439150826,"frozenset({'Spend_group=40-60', 'Subscription_group=13-24m'})",2
0.13231300913354727,"frozenset({'Satisfaction_group=5-6', 'Discount_group=11-20'})",2
0.13181930387558627,"frozenset({'Subscription_group=25-36m', 'Discount_group=11-20'})",2
0.13132559861762527,"frozenset({'Churned=1', 'Spend_group=40-60', 'Subscription_group=37m+'})",3
0.13132559861762527,"frozenset({'Churned=1', 'Age_group=31-45'})",2
0.13107874598864477,"frozenset({'Spend_group=40-60', 'Churned=0', 'Gender=Female', 'Tickets_group=1-2'})",4
0.13083189335966428,"frozenset({'Region=West', 'Gender=Male'})",2
0.13058504073068378,"frozenset({'Activity_group=181-365d', 'Spend_group=20-40'})",2
0.13058504073068378,"frozenset({'Gender=Female', 'Region=North'})",2
0.13058504073068378,"frozenset({'Subscription_group=37m+', 'Payment_Method=Debit Card'})",2
0.13033818810170328,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Age_group=31-45'})",3
0.13033818810170328,"frozenset({'Churned=1', 'Discount_group=11-20', 'Satisfaction_group=1-2 low'})",3
0.13033818810170328,"frozenset({'Discount_group=1-10', 'Subscription_group=37m+'})",2
0.13033818810170328,"frozenset({'Satisfaction_group=1-2 low', 'Discount_group=11-20'})",2
0.13009133547272278,"frozenset({'Spend_group=40-60', 'Activity_group=91-180d', 'Churned=0'})",3
0.13009133547272278,"frozenset({'Discount_group=11-20', 'Subscription_group=37m+', 'Gender=Female'})",3
0.13009133547272278,"frozenset({'Activity_group=181-365d', 'Region=South'})",2
0.13009133547272278,"frozenset({'Churned=1', 'Age_group=46-60'})",2
0.13009133547272278,"frozenset({'Spend_group=20-40', 'Tickets_group=1-2'})",2
0.12984448284374228,"frozenset({'Activity_group=181-365d', 'Churned=0', 'Tickets_group=1-2'})",3
0.12959763021476178,"frozenset({'Spend_group=20-40', 'Gender=Female'})",2
0.1291039249568008,"frozenset({'Satisfaction_group=3-4', 'Discount_group=11-20'})",2
0.1281165144408788,"frozenset({'Age_group=46-60', 'Spend_group=40-60', 'Discount_group=11-20'})",3
0.1281165144408788,"frozenset({'Activity_group=91-180d', 'Gender=Female'})",2
0.1276228091829178,"frozenset({'Subscription_group=37m+', 'Payment_Method=PayPal'})",2
0.1273759565539373,"frozenset({'Spend_group=40-60', 'Tickets_group=1-2', 'Payment_Method=PayPal'})",3
0.1271291039249568,"frozenset({'Age_group=<=30', 'Gender=Female'})",2
0.1271291039249568,"frozenset({'Spend_group=20-40', 'Gender=Male'})",2
0.1263885460380153,"frozenset({'Discount_group=11-20', 'Activity_group=181-365d', 'Subscription_group=37m+'})",3
0.1263885460380153,"frozenset({'Spend_group=40-60', 'Churned=0', 'Age_group=31-45'})",3
0.1261416934090348,"frozenset({'Discount_group=11-20', 'Churned=0', 'Payment_Method=Debit Card'})",3
0.1256479881510738,"frozenset({'Spend_group=40-60', 'Payment_Method=Debit Card', 'Tickets_group=1-2'})",3
0.1256479881510738,frozenset({'Tickets_group=0'}),1
0.12490743026413231,"frozenset({'Churned=1', 'Spend_group=40-60', 'Tickets_group=1-2'})",3
0.12490743026413231,"frozenset({'Region=South', 'Gender=Female'})",2
0.12441372500617132,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Tickets_group=3-5'})",3
0.12441372500617132,"frozenset({'Region=East', 'Gender=Male'})",2
0.12441372500617132,"frozenset({'Region=South', 'Gender=Male'})",2
0.12392001974821032,"frozenset({'Payment_Method=Credit Card', 'Discount_group=11-20', 'Tickets_group=1-2'})",3
0.12317946186126882,"frozenset({'Subscription_group=37m+', 'Churned=0', 'Tickets_group=1-2'})",3
0.12293260923228833,"frozenset({'Activity_group=181-365d', 'Region=North'})",2
0.12268575660330783,"frozenset({'Spend_group=40-60', 'Payment_Method=Credit Card', 'Tickets_group=1-2'})",3
0.12243890397432733,"frozenset({'Age_group=<=30', 'Activity_group=181-365d'})",2
0.12194519871636633,"frozenset({'Spend_group=40-60', 'Churned=0', 'Tickets_group=3-5'})",3
0.12169834608738583,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Gender=Male', 'Tickets_group=1-2'})",4
0.12169834608738583,"frozenset({'Age_group=46-60', 'Spend_group=40-60', 'Churned=0'})",3
0.12095778820044434,"frozenset({'Spend_group=40-60', 'Discount_group=11-20', 'Satisfaction_group=5-6'})",3
0.12095778820044434,"frozenset({'Subscription_group=37m+', 'Payment_Method=Credit Card'})",2
0.12046408294248334,"frozenset({'Discount_group=1-10', 'Spend_group=40-60', 'Tickets_group=1-2'})",3
0.12046408294248334,"frozenset({'Tickets_group=1-2', 'Discount_group=11-20', 'Payment_Method=PayPal'})",3
0.12021723031350284,"frozenset({'Age_group=<=30', 'Gender=Male'})",2
0.11997037768452234,"frozenset({'Churned=1', 'Discount_group=11-20', 'Spend_group=20-40'})",3
0.11972352505554185,"frozenset({'Spend_group=40-60', 'Gender=Male', 'Churned=0', 'Tickets_group=1-2'})",4
0.11972352505554185,"frozenset({'Region=West', 'Spend_group=40-60', 'Discount_group=11-20'})",3
0.11972352505554185,"frozenset({'Churned=0', 'Subscription_group=13-24m'})",2
0.11947667242656135,"frozenset({'Churned=1', 'Gender=Female', 'Tickets_group=1-2'})",3
0.11947667242656135,"frozenset({'Activity_group=91-180d', 'Gender=Male'})",2
0.11922981979758085,"frozenset({'Spend_group=40-60', 'Gender=Male', 'Payment_Method=Debit Card'})",3
0.11873611453961985,"frozenset({'Discount_group=11-20', 'Subscription_group=37m+', 'Gender=Male'})",3
0.11824240928165886,"frozenset({'Age_group=60+', 'Discount_group=11-20'})",2
0.11824240928165886,"frozenset({'Subscription_group=<=12m', 'Tickets_group=1-2'})",2
0.11799555665267836,"frozenset({'Churned=1', 'Region=West'})",2
0.11774870402369786,"frozenset({'Age_group=60+', 'Spend_group=40-60'})",2
0.11750185139471736,"frozenset({'Discount_group=11-20', 'Churned=0', 'Payment_Method=Credit Card'})",3
0.11750185139471736,"frozenset({'Payment_Method=Debit Card', 'Discount_group=11-20', 'Tickets_group=1-2'})",3
0.11725499876573686,"frozenset({'Discount_group=11-20', 'Churned=0', 'Payment_Method=PayPal'})",3
0.11725499876573686,"frozenset({'Spend_group=40-60', 'Gender=Female', 'Payment_Method=PayPal'})",3
0.11676129350777585,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Payment_Method=PayPal'})",3
0.11651444087879535,"frozenset({'Churned=1', 'Gender=Male', 'Tickets_group=1-2'})",3
0.11651444087879535,"frozenset({'Region=East', 'Activity_group=181-365d'})",2
0.11626758824981485,"frozenset({'Region=East', 'Gender=Female'})",2
0.11602073562083436,"frozenset({'Churned=1', 'Spend_group=40-60', 'Activity_group=181-365d', 'Discount_group=11-20'})",4
0.11602073562083436,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Discount_group=11-20', 'Gender=Female'})",4
0.11602073562083436,"frozenset({'Discount_group=11-20', 'Gender=Male', 'Payment_Method=Debit Card'})",3
0.11577388299185386,"frozenset({'Subscription_group=13-24m', 'Tickets_group=1-2'})",2
0.11552703036287336,"frozenset({'Activity_group=181-365d', 'Churned=0', 'Gender=Female'})",3
0.11552703036287336,"frozenset({'Gender=Male', 'Region=North'})",2
0.11528017773389286,"frozenset({'Churned=0', 'Subscription_group=<=12m'})",2
0.11528017773389286,"frozenset({'Discount_group=1-10', 'Payment_Method=PayPal'})",2
0.11503332510491236,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Discount_group=11-20', 'Churned=0'})",4
0.11503332510491236,"frozenset({'Spend_group=40-60', 'Activity_group=181-365d', 'Discount_group=11-20', 'Gender=Male'})",4
0.11478647247593186,"frozenset({'Churned=1', 'Spend_group=40-60', 'Gender=Female'})",3
0.11478647247593186,"frozenset({'Discount_group=11-20', 'Spend_group=40-60', 'Region=South'})",3
0.11478647247593186,"frozenset({'Satisfaction_group=7-8', 'Spend_group=40-60', 'Discount_group=11-20'})",3
0.11478647247593186,"frozenset({'Churned=1', 'Satisfaction_group=3-4'})",2
0.11429276721797087,"frozenset({'Churned=1', 'Spend_group=40-60', 'Gender=Male'})",3
0.11429276721797087,"frozenset({'Discount_group=1-10', 'Payment_Method=Debit Card'})",2
0.11404591458899037,"frozenset({'Subscription_group=37m+', 'Age_group=31-45'})",2
0.11379906196000987,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Payment_Method=PayPal'})",3
0.11379906196000987,"frozenset({'Spend_group=40-60', 'Region=West', 'Churned=0'})",3
0.11379906196000987,"frozenset({'Satisfaction_group=5-6', 'Tickets_group=1-2'})",2
0.11379906196000987,"frozenset({'Satisfaction_group=7-8', 'Tickets_group=1-2'})",2
0.11355220933102937,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Payment_Method=Credit Card'})",3
0.11355220933102937,"frozenset({'Churned=1', 'Region=South'})",2
0.11305850407306837,"frozenset({'Churned=1', 'Region=North'})",2
0.11207109355714638,"frozenset({'Discount_group=11-20', 'Gender=Female', 'Payment_Method=PayPal'})",3
0.11182424092816588,"frozenset({'Subscription_group=37m+', 'Gender=Female', 'Tickets_group=1-2'})",3
0.11182424092816588,"frozenset({'Discount_group=1-10', 'Spend_group=20-40'})",2
0.11182424092816588,"frozenset({'Spend_group=40-60', 'Satisfaction_group=3-4'})",2
0.11133053567020489,"frozenset({'Spend_group=40-60', 'Payment_Method=Credit Card', 'Gender=Female'})",3
