antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'Satisfaction_group=1-2 low', 'Subscription_group=13-24m'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.10306058713304185,0.4971892567145534,0.10056214865708932,0.9757575757575757,1.962547586416933,1.0,0.04932153194384677,20.740943160524633,0.5468130936521394,0.20124999999999998,0.951786184829663,0.5890094411451195
frozenset({'Spend_group=40-60'}),"frozenset({'Churned=1', 'Subscription_group=37m+'})",0.3935040599625234,0.24422236102435976,0.18800749531542785,0.47777777777777775,1.9563228189826656,1.0,0.09190500471870915,1.4472337767618642,0.8060019639307356,0.41805555555555557,0.30902662993572083,0.6237993748223927
frozenset({'Spend_group=40-60'}),"frozenset({'Churned=1', 'Activity_group=181-365d', 'Subscription_group=37m+'})",0.3935040599625234,0.1311680199875078,0.10056214865708932,0.25555555555555554,1.9483068783068784,1.0,0.04894700025475958,1.1670877343451387,0.8025343661845701,0.23711340206185572,0.14316638709162074,0.5111111111111111
frozenset({'Spend_group=40-60'}),"frozenset({'Churned=1', 'Subscription_group=37m+', 'Gender=Male'})",0.3935040599625234,0.10930668332292318,0.08307307932542161,0.21111111111111114,1.9313650793650796,1.0,0.040060455656813494,1.1290478662103791,0.7951108461163208,0.19791666666666669,0.11429795854760794,0.4855555555555556
"frozenset({'Discount_group=11-20', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Subscription_group=<=12m'})",0.34603372891942535,0.1711430356027483,0.1099312929419113,0.31768953068592054,1.856280797912988,1.0,0.05071003015370233,1.2147797837991465,0.7053703221324996,0.2699386503067484,0.17680553023975795,0.48001264855463904
"frozenset({'Satisfaction_group=1-2 low', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Subscription_group=<=12m'})",0.34915677701436604,0.1711430356027483,0.1099312929419113,0.31484794275491945,1.839677212958489,1.0,0.0501755422224008,1.2097416268878947,0.701284679811551,0.26788432267884316,0.17337720900574682,0.4785918545891385
"frozenset({'Spend_group=40-60', 'Gender=Male'})","frozenset({'Churned=1', 'Subscription_group=37m+'})",0.18738288569643974,0.24422236102435976,0.08307307932542161,0.4433333333333333,1.8152855924978686,1.0,0.03730998856507937,1.3576843813933657,0.5526864817693735,0.23835125448028677,0.2634517906336088,0.39174339300937766
frozenset({'Spend_group=40-60'}),"frozenset({'Churned=1', 'Subscription_group=37m+', 'Satisfaction_group=1-2 low'})",0.3935040599625234,0.16926920674578388,0.11992504684572143,0.3047619047619048,1.8004568617114745,1.0,0.053316926764619715,1.1948867574204478,0.7330393923789909,0.27080394922425954,0.16310060866451848,0.5066244948163767
"frozenset({'Satisfaction_group=1-2 low', 'Subscription_group=25-36m'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.10306058713304185,0.4971892567145534,0.08931917551530294,0.8666666666666667,1.7431323283082079,1.0,0.038078558802060396,3.7710805746408504,0.4753053353331905,0.17481662591687044,0.7348240165631471,0.5231574539363484
"frozenset({'Activity_group=181-365d', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Subscription_group=<=12m'})",0.3079325421611493,0.1711430356027483,0.09119300437226734,0.2961460446247465,1.7304007935920405,1.0,0.038492494345936976,1.177597935008199,0.6099104890954948,0.2351046698872786,0.15081372829255396,0.4144963799766068
"frozenset({'Spend_group=20-40', 'Gender=Male'})","frozenset({'Churned=1', 'Subscription_group=<=12m'})",0.301686445971268,0.1711430356027483,0.08931917551530294,0.2960662525879917,1.7299345634794696,1.0,0.037687641351575624,1.177464452364331,0.6042320827651776,0.23289902280130292,0.15071746073351522,0.4089820314034849
"frozenset({'Satisfaction_group=1-2 low', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Subscription_group=13-24m'})",0.34915677701436604,0.16864459712679575,0.10056214865708932,0.2880143112701252,1.7078181938647055,1.0,0.0416787446634111,1.16765746282945,0.6368009441947521,0.2410179640718563,0.14358445705745343,0.4421553037832108
"frozenset({'Satisfaction_group=1-2 low', 'Tickets_group=3-5'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.1405371642723298,0.4971892567145534,0.11867582760774516,0.8444444444444444,1.6984366275823564,1.0,0.04880225936241442,3.2323547782635855,0.47846542227662175,0.22864019253910955,0.6906280193236715,0.541568955890564
"frozenset({'Discount_group=11-20', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Subscription_group=13-24m'})",0.34603372891942535,0.16864459712679575,0.09806371018113678,0.2833935018050541,1.680418505147747,1.0,0.03970699137523744,1.1601281944376705,0.6191605983732714,0.2353823088455772,0.13802629330570373,0.43243749164326784
"frozenset({'Satisfaction_group=1-2 low', 'Discount_group=1-10'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.1680199875078076,0.4971892567145534,0.13928794503435352,0.828996282527881,1.6673656386019318,1.0,0.0557502123321581,2.9403497813866335,0.48108310103825797,0.2648456057007126,0.6599044078597982,0.5545735181483626
"frozenset({'Spend_group=20-40', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Subscription_group=<=12m'})",0.3141786383510306,0.1711430356027483,0.08931917551530294,0.28429423459244535,1.6611498889872445,1.0,0.03554968962636953,1.1580973696994932,0.5803367852548179,0.22555205047318613,0.13651474723625096,0.40309602240571174
"frozenset({'Satisfaction_group=1-2 low', 'Gender=Male'})","frozenset({'Churned=1', 'Spend_group=20-40', 'Tickets_group=1-2'})",0.23360399750156152,0.25421611492816987,0.09806371018113678,0.41978609625668445,1.6512961673389481,1.0,0.03867780950459991,1.2853602443173475,0.5146361847808596,0.2516025641025641,0.22200799003932314,0.40276774100303514
"frozenset({'Satisfaction_group=1-2 low', 'Spend_group=40-60'})","frozenset({'Churned=1', 'Discount_group=11-20'})",0.13616489693941286,0.4778263585259213,0.10743285446595878,0.7889908256880734,1.6512082508844517,1.0,0.04236967760234177,2.4746489965510694,0.4565487901259481,0.21208384710234277,0.5959022869935473,0.5069137134976315
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Satisfaction_group=1-2 low', 'Subscription_group=<=12m'})",0.6064959400374765,0.1099312929419113,0.1099312929419113,0.1812564366632338,1.6488156539649848,1.0,0.0432584100895716,1.0871153642181184,1.0,0.1812564366632338,0.08013442463006128,0.5906282183316169
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Gender=Male', 'Subscription_group=<=12m'})",0.6064959400374765,0.08994378513429106,0.08931917551530294,0.14727085478887747,1.6373655452568947,1.0,0.034768634999752274,1.0672277592205355,0.9892218892218894,0.14711934156378603,0.06299288848112068,0.5701632051722165
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Subscription_group=<=12m'})",0.6064959400374765,0.1711430356027483,0.16926920674578388,0.27909371781668385,1.6307629278266818,1.0,0.06547165048702774,1.1497430177567591,0.9829379722368651,0.2782340862422998,0.13024042368086725,0.6340724063535974
"frozenset({'Spend_group=20-40', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Subscription_group=13-24m'})",0.3141786383510306,0.16864459712679575,0.08619612742036227,0.27435387673956263,1.626816876518666,1.0,0.03321159752980746,1.1456760757403335,0.5618119901797736,0.2173228346456693,0.12715293513151,0.3927324939253368
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Subscription_group=<=12m', 'Tickets_group=1-2'})",0.6064959400374765,0.0905683947532792,0.08931917551530294,0.14727085478887747,1.6260733690827092,1.0,0.034389811801727614,1.0664952762011666,0.9784437784437785,0.1469681397738952,0.06234933964079178,0.5667388756703009
"frozenset({'Satisfaction_group=1-2 low', 'Gender=Male'})","frozenset({'Spend_group=20-40', 'Discount_group=11-20', 'Churned=1'})",0.23360399750156152,0.29356652092442226,0.11118051217988757,0.47593582887700536,1.621219706451246,1.0,0.04260219935931672,1.3479904141544188,0.49997710685603874,0.26726726726726724,0.25815496200891735,0.42732961656616225
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Discount_group=11-20', 'Subscription_group=<=12m'})",0.6064959400374765,0.11180512179887571,0.1099312929419113,0.1812564366632338,1.621181872054957,1.0,0.04212194049549761,1.0848267002934486,0.9737283549783546,0.18069815195071867,0.07819377995628501,0.5822483300634604
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Activity_group=181-365d', 'Subscription_group=<=12m'})",0.6064959400374765,0.09306683322923173,0.09119300437226734,0.15036045314109167,1.61561802334824,1.0,0.03474834786659338,1.0674328544659588,0.9683300717547293,0.14989733059548255,0.06317292388353152,0.5651131124765861
"frozenset({'Satisfaction_group=1-2 low', 'Spend_group=40-60'})","frozenset({'Churned=1', 'Tickets_group=1-2'})",0.13616489693941286,0.40349781386633354,0.0886945658963148,0.6513761467889908,1.6143238560513533,1.0,0.0337523276559271,1.7110194286465694,0.44053038403959555,0.19667590027700835,0.4155531005331668,0.43559519413752945
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Satisfaction_group=1-2 low', 'Subscription_group=13-24m'})",0.6064959400374765,0.10306058713304185,0.10056214865708932,0.16580844490216273,1.6088443653840154,1.0,0.038056320983020836,1.075219962831872,0.9617075815833578,0.16512820512820514,0.0699577439334001,0.5707830103298692
"frozenset({'Satisfaction_group=1-2 low', 'Spend_group=40-60', 'Subscription_group=37m+'})","frozenset({'Churned=1', 'Discount_group=11-20'})",0.11992504684572143,0.4778263585259213,0.09119300437226734,0.7604166666666666,1.5914079520697166,1.0,0.033889655941925736,2.179507373109198,0.4222658642581447,0.18002466091245375,0.54118072169059,0.4756331699346405
frozenset({'Subscription_group=<=12m'}),"frozenset({'Churned=1', 'Discount_group=11-20', 'Spend_group=20-40'})",0.23985009369144286,0.29356652092442226,0.1099312929419113,0.45833333333333326,1.5612588652482267,1.0,0.03951933539351769,1.3041848844472204,0.4729214909987299,0.2595870206489675,0.23323754789272017,0.41640070921985806
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Spend_group=20-40', 'Region=North'})",0.4853216739537789,0.13054341036851969,0.09868831980012492,0.20334620334620335,1.5576902945323996,1.0,0.03533277335643985,1.0913857352886271,0.6956264593830648,0.19082125603864733,0.08373367209574105,0.4796635322951112
"frozenset({'Satisfaction_group=1-2 low', 'Gender=Male'})","frozenset({'Churned=1', 'Discount_group=11-20', 'Tickets_group=1-2'})",0.23360399750156152,0.24047470331043097,0.08744534665833854,0.3743315508021391,1.5566358774914928,1.0,0.03126949466701988,1.2139421408628155,0.46658516707416475,0.22617124394184168,0.1762375105544611,0.36898395721925137
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Subscription_group=37m+', 'Discount_group=11-20'})",0.4853216739537789,0.13991255465334165,0.10555902560899438,0.21750321750321752,1.554565407243979,1.0,0.037656430377485034,1.0991578043328185,0.693119147469409,0.203125,0.09021252812102488,0.4859837516087517
"frozenset({'Satisfaction_group=1-2 low', 'Activity_group=181-365d', 'Gender=Male'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.11492816989381636,0.4971892567145534,0.0886945658963148,0.7717391304347826,1.5522039545553856,1.0,0.03155351453124433,2.2027899229648136,0.4019501625135428,0.16945107398568018,0.5460302457466919,0.4750655451168888
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Discount_group=11-20', 'Gender=Male', 'Tickets_group=1-2'})",0.4853216739537789,0.11617738913179262,0.08744534665833854,0.1801801801801802,1.5509057444541319,1.0,0.03106194168931739,1.0780693385315496,0.6901699029126215,0.17010935601458083,0.07241587877630283,0.46643417611159554
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Subscription_group=25-36m', 'Spend_group=20-40'})",0.4853216739537789,0.11867582760774516,0.08931917551530294,0.18404118404118405,1.5507891349996614,1.0,0.03172322420286197,1.0801086466069116,0.6900757009980312,0.17354368932038836,0.07416721165835272,0.46833638149427625
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Age_group=<=30', 'Spend_group=20-40'})",0.4853216739537789,0.12117426608369769,0.09119300437226734,0.1879021879021879,1.5506773341824889,1.0,0.03238450671640656,1.0821673458842582,0.6899853703949994,0.17696969696969697,0.07592850236773478,0.4702397537449084
"frozenset({'Age_group=<=30', 'Satisfaction_group=1-2 low'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.11867582760774516,0.4971892567145534,0.09119300437226734,0.768421052631579,1.545530282993917,1.0,0.03218865785398805,2.171228209641702,0.40050289797384553,0.1738095238095238,0.539431186662308,0.4759190690293573
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Spend_group=20-40', 'Discount_group=11-20', 'Churned=1', 'Tickets_group=1-2'})",0.4853216739537789,0.1405371642723298,0.10493441599000625,0.2162162162162162,1.5384984984984984,1.0,0.03672868417264194,1.096556031790476,0.6800667475728155,0.2014388489208633,0.08805389692017597,0.48144144144144146
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Subscription_group=37m+', 'Tickets_group=1-2'})",0.4853216739537789,0.1330418488444722,0.09931292941911306,0.20463320463320464,1.5381115521960593,1.0,0.03474483663200818,1.0900104910159305,0.6797490382854003,0.19133574007220217,0.08257763733268057,0.47555603893632065
"frozenset({'Satisfaction_group=1-2 low', 'Activity_group=181-365d'})","frozenset({'Spend_group=20-40', 'Discount_group=11-20', 'Churned=1'})",0.24234853216739538,0.29356652092442226,0.10930668332292318,0.45103092783505155,1.5363840754551437,1.0,0.038161267883400476,1.2868365722127895,0.4607937816511599,0.2562225475841874,0.22290054417676172,0.4116856766834832
"frozenset({'Satisfaction_group=1-2 low', 'Discount_group=11-20'})","frozenset({'Churned=1', 'Spend_group=40-60', 'Subscription_group=37m+'})",0.3173016864459713,0.18800749531542785,0.09119300437226734,0.2874015748031496,1.5286708347503073,1.0,0.031537909044199036,1.1394811944192338,0.5065735878379225,0.22021116138763197,0.12240763173834039,0.3862257043450964
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Spend_group=20-40', 'Gender=Male', 'Tickets_group=1-2'})",0.4853216739537789,0.13241723922548407,0.09806371018113678,0.20205920205920205,1.5259282193244457,1.0,0.03379875397988687,1.0872771050351595,0.6696632861294911,0.18870192307692304,0.08027126169674766,0.47131261989752554
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Age_group=46-60', 'Spend_group=20-40'})",0.4853216739537789,0.146158650843223,0.1080574640849469,0.22265122265122264,1.5233530233530233,1.0,0.03712350299488802,1.0984018680377743,0.6675108030753688,0.20644391408114554,0.08958639902312175,0.48098373098373093
"frozenset({'Satisfaction_group=1-2 low', 'Payment_Method=Credit Card'})","frozenset({'Churned=1', 'Tickets_group=1-2'})",0.1561524047470331,0.40349781386633354,0.09556527170518427,0.6120000000000001,1.5167368421052634,1.0,0.032558117759785524,1.5373767683857387,0.40373385969240894,0.20592193808882908,0.34954136125654467,0.42442105263157903
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Age_group=46-60', 'Tickets_group=1-2'})",0.4853216739537789,0.12304809494066209,0.0905683947532792,0.1866151866151866,1.5166036232026079,1.0,0.030850487339853565,1.0781513136568126,0.6618346166722464,0.17490952955367914,0.07248640581973914,0.4613278978761212
"frozenset({'Satisfaction_group=1-2 low', 'Gender=Female'})","frozenset({'Churned=1', 'Subscription_group=37m+'})",0.2517176764522174,0.24422236102435976,0.09306683322923173,0.369727047146402,1.5138951470112265,1.0,0.03159174797450532,1.1991275138078072,0.4536419760002689,0.2310077519379845,0.1660603326292476,0.375400607972178
"frozenset({'Satisfaction_group=1-2 low', 'Region=North'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.1311680199875078,0.4971892567145534,0.09868831980012492,0.7523809523809525,1.5132687245752574,1.0,0.033472989437816236,2.030581847883535,0.3903848428869133,0.18632075471698115,0.507530316474416,0.47543670734625515
frozenset({'Satisfaction_group=1-2 low'}),"frozenset({'Churned=1', 'Subscription_group=37m+', 'Spend_group=40-60', 'Discount_group=11-20'})",0.4853216739537789,0.12429731417863835,0.09119300437226734,0.1879021879021879,1.5117155921176022,1.0,0.0308688237871318,1.0783216907816133,0.6576921798111452,0.17590361445783131,0.07263295494393926,0.46078526480536536
"frozenset({'Satisfaction_group=1-2 low', 'Activity_group=181-365d'})","frozenset({'Churned=1', 'Subscription_group=37m+'})",0.24234853216739538,0.24422236102435976,0.08931917551530294,0.36855670103092786,1.509103013684183,1.0,0.030132244798593638,1.1969049956022384,0.44526372226289795,0.2248427672955975,0.16451180028968226,0.36714280064334115
"frozenset({'Satisfaction_group=1-2 low', 'Activity_group=181-365d'})","frozenset({'Churned=1', 'Discount_group=11-20', 'Gender=Female'})",0.24234853216739538,0.2410993129294191,0.08806995627732667,0.3634020618556701,1.5072712461941136,1.0,0.029639891682314415,1.192119297908443,0.4442008267410383,0.22274881516587677,0.16115777862627803,0.3643435179744672
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Subscription_group=13-24m', 'Tickets_group=1-2'})",0.6064959400374765,0.09431605246720799,0.08619612742036227,0.14212152420185376,1.5068646373984627,1.0,0.028993824518639,1.0557252257555114,0.8548079135035657,0.1402439024390244,0.052783834653219217,0.5280144044850328
frozenset({'Subscription_group=<=12m'}),"frozenset({'Churned=1', 'Spend_group=20-40', 'Gender=Male'})",0.23985009369144286,0.24734540911930045,0.08931917551530294,0.3723958333333333,1.505570023148148,1.0,0.02999335596389046,1.199250468457214,0.4417546299222551,0.22448979591836735,0.1661458333333333,0.3667534722222222
"frozenset({'Satisfaction_group=1-2 low', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Age_group=46-60'})",0.2717051842598376,0.221736414740787,0.0905683947532792,0.33333333333333337,1.503286384976526,1.0,0.030321461329017897,1.1673953778888195,0.4596912521440823,0.22480620155038764,0.1433921883360086,0.37089201877934275
