antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Spend_group=40-60'}),"frozenset({'Churned=1', 'Subscription_group=37m+', 'Tickets_group=1-2'})",0.3935040599625234,0.1330418488444722,0.11242973141786383,0.2857142857142857,2.147551978537894,1.0,0.06007722375264367,1.2137414116177387,0.8810504634397529,0.2714932126696833,0.17610127624536845,0.5653923541247485
"frozenset({'Gender=Female', 'Spend_group=40-60'})","frozenset({'Churned=1', 'Subscription_group=37m+'})",0.2061211742660837,0.24422236102435976,0.10493441599000625,0.509090909090909,2.0845384794233897,1.0,0.05459501615362978,1.5395470423577855,0.6553613577610431,0.3037974683544304,0.3504583020285499,0.4693792141362474
"frozenset({'Spend_group=40-60', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Subscription_group=37m+'})",0.22485946283572766,0.24422236102435976,0.11242973141786383,0.5,2.0473145780051154,1.0,0.05751402250545314,1.5115552779512804,0.6599516518936343,0.31523642732049034,0.3384297520661157,0.4801790281329923
frozenset({'Spend_group=40-60'}),"frozenset({'Gender=Female', 'Churned=1', 'Subscription_group=37m+'})",0.3935040599625234,0.13491567770143661,0.10493441599000625,0.26666666666666666,1.976543209876543,1.0,0.05184454906189565,1.1796604394980408,0.8146240988671473,0.24778761061946905,0.15229843561973525,0.5222222222222221
"frozenset({'Discount_group=11-20', 'Spend_group=40-60'})","frozenset({'Churned=1', 'Subscription_group=37m+'})",0.2585883822610868,0.24422236102435976,0.12429731417863835,0.48067632850241543,1.9681913092899415,1.0,0.061144248929366055,1.4553113606321628,0.6634901550719055,0.3283828382838283,0.31286181977881583,0.49481386757601586
frozenset({'Spend_group=40-60'}),"frozenset({'Churned=1', 'Subscription_group=37m+'})",0.3935040599625234,0.24422236102435976,0.18800749531542785,0.47777777777777775,1.9563228189826656,1.0,0.09190500471870915,1.4472337767618642,0.8060019639307356,0.41805555555555557,0.30902662993572083,0.6237993748223927
frozenset({'Spend_group=40-60'}),"frozenset({'Activity_group=181-365d', 'Churned=1', 'Subscription_group=37m+'})",0.3935040599625234,0.1311680199875078,0.10056214865708932,0.25555555555555554,1.9483068783068784,1.0,0.04894700025475958,1.1670877343451387,0.8025343661845701,0.23711340206185572,0.14316638709162074,0.5111111111111111
frozenset({'Spend_group=40-60'}),"frozenset({'Gender=Male', 'Churned=1', 'Subscription_group=37m+'})",0.3935040599625234,0.10930668332292318,0.08307307932542161,0.21111111111111114,1.9313650793650796,1.0,0.040060455656813494,1.1290478662103791,0.7951108461163208,0.19791666666666669,0.11429795854760794,0.4855555555555556
"frozenset({'Discount_group=11-20', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Subscription_group=<=12m'})",0.34603372891942535,0.1711430356027483,0.1099312929419113,0.31768953068592054,1.856280797912988,1.0,0.05071003015370233,1.2147797837991465,0.7053703221324996,0.2699386503067484,0.17680553023975795,0.48001264855463904
"frozenset({'Gender=Male', 'Spend_group=40-60'})","frozenset({'Churned=1', 'Subscription_group=37m+'})",0.18738288569643974,0.24422236102435976,0.08307307932542161,0.4433333333333333,1.8152855924978686,1.0,0.03730998856507937,1.3576843813933657,0.5526864817693735,0.23835125448028677,0.2634517906336088,0.39174339300937766
"frozenset({'Activity_group=181-365d', 'Spend_group=20-40'})","frozenset({'Subscription_group=<=12m', 'Churned=1'})",0.3079325421611493,0.1711430356027483,0.09119300437226734,0.2961460446247465,1.7304007935920405,1.0,0.038492494345936976,1.177597935008199,0.6099104890954948,0.2351046698872786,0.15081372829255396,0.4144963799766068
"frozenset({'Gender=Male', 'Spend_group=20-40'})","frozenset({'Subscription_group=<=12m', 'Churned=1'})",0.301686445971268,0.1711430356027483,0.08931917551530294,0.2960662525879917,1.7299345634794696,1.0,0.037687641351575624,1.177464452364331,0.6042320827651776,0.23289902280130292,0.15071746073351522,0.4089820314034849
"frozenset({'Discount_group=11-20', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Subscription_group=13-24m'})",0.34603372891942535,0.16864459712679575,0.09806371018113678,0.2833935018050541,1.680418505147747,1.0,0.03970699137523744,1.1601281944376705,0.6191605983732714,0.2353823088455772,0.13802629330570373,0.43243749164326784
"frozenset({'Spend_group=20-40', 'Tickets_group=1-2'})","frozenset({'Subscription_group=<=12m', 'Churned=1'})",0.3141786383510306,0.1711430356027483,0.08931917551530294,0.28429423459244535,1.6611498889872445,1.0,0.03554968962636953,1.1580973696994932,0.5803367852548179,0.22555205047318613,0.13651474723625096,0.40309602240571174
frozenset({'Spend_group=20-40'}),"frozenset({'Gender=Male', 'Churned=1', 'Subscription_group=<=12m'})",0.6064959400374765,0.08994378513429106,0.08931917551530294,0.14727085478887747,1.6373655452568947,1.0,0.034768634999752274,1.0672277592205355,0.9892218892218894,0.14711934156378603,0.06299288848112068,0.5701632051722165
frozenset({'Spend_group=20-40'}),"frozenset({'Subscription_group=<=12m', 'Churned=1'})",0.6064959400374765,0.1711430356027483,0.16926920674578388,0.27909371781668385,1.6307629278266818,1.0,0.06547165048702774,1.1497430177567591,0.9829379722368651,0.2782340862422998,0.13024042368086725,0.6340724063535974
"frozenset({'Spend_group=20-40', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Subscription_group=13-24m'})",0.3141786383510306,0.16864459712679575,0.08619612742036227,0.27435387673956263,1.626816876518666,1.0,0.03321159752980746,1.1456760757403335,0.5618119901797736,0.2173228346456693,0.12715293513151,0.3927324939253368
frozenset({'Spend_group=20-40'}),"frozenset({'Subscription_group=<=12m', 'Churned=1', 'Tickets_group=1-2'})",0.6064959400374765,0.0905683947532792,0.08931917551530294,0.14727085478887747,1.6260733690827092,1.0,0.034389811801727614,1.0664952762011666,0.9784437784437785,0.1469681397738952,0.06234933964079178,0.5667388756703009
frozenset({'Spend_group=20-40'}),"frozenset({'Discount_group=11-20', 'Subscription_group=<=12m', 'Churned=1'})",0.6064959400374765,0.11180512179887571,0.1099312929419113,0.1812564366632338,1.621181872054957,1.0,0.04212194049549761,1.0848267002934486,0.9737283549783546,0.18069815195071867,0.07819377995628501,0.5822483300634604
frozenset({'Spend_group=20-40'}),"frozenset({'Activity_group=181-365d', 'Churned=1', 'Subscription_group=<=12m'})",0.6064959400374765,0.09306683322923173,0.09119300437226734,0.15036045314109167,1.61561802334824,1.0,0.03474834786659338,1.0674328544659588,0.9683300717547293,0.14989733059548255,0.06317292388353152,0.5651131124765861
frozenset({'Subscription_group=<=12m'}),"frozenset({'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40'})",0.23985009369144286,0.29356652092442226,0.1099312929419113,0.45833333333333326,1.5612588652482267,1.0,0.03951933539351769,1.3041848844472204,0.4729214909987299,0.2595870206489675,0.23323754789272017,0.41640070921985806
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Subscription_group=13-24m', 'Tickets_group=1-2'})",0.6064959400374765,0.09431605246720799,0.08619612742036227,0.14212152420185376,1.5068646373984627,1.0,0.028993824518639,1.0557252257555114,0.8548079135035657,0.1402439024390244,0.052783834653219217,0.5280144044850328
frozenset({'Subscription_group=<=12m'}),"frozenset({'Gender=Male', 'Churned=1', 'Spend_group=20-40'})",0.23985009369144286,0.24734540911930045,0.08931917551530294,0.3723958333333333,1.505570023148148,1.0,0.02999335596389046,1.199250468457214,0.4417546299222551,0.22448979591836735,0.1661458333333333,0.3667534722222222
"frozenset({'Activity_group=181-365d', 'Subscription_group=<=12m'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.12242348532167395,0.4971892567145534,0.09119300437226734,0.7448979591836735,1.498218131473695,1.0,0.030325362700779228,1.971018113678951,0.37893043435869944,0.17257683215130026,0.4926479908733681,0.46415752230540464
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Subscription_group=13-24m'})",0.6064959400374765,0.16864459712679575,0.15302935665209244,0.2523171987641607,1.4961475378571159,1.0,0.05074709318543494,1.1119092234020405,0.8427275672173632,0.24598393574297187,0.1006460069281903,0.5798623030857841
"frozenset({'Discount_group=11-20', 'Subscription_group=<=12m'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.15053091817613992,0.4971892567145534,0.1099312929419113,0.7302904564315352,1.468837965762422,1.0,0.035088937621357036,1.8642675251045018,0.3757520053475935,0.20441347270615562,0.46359629906445704,0.47569799203486307
frozenset({'Subscription_group=<=12m'}),"frozenset({'Churned=1', 'Spend_group=20-40', 'Tickets_group=1-2'})",0.23985009369144286,0.25421611492816987,0.08931917551530294,0.3723958333333333,1.4648789414414416,1.0,0.028345416531906788,1.1883029538073973,0.41748309209278806,0.22067901234567905,0.15846375977107763,0.3618735923423424
frozenset({'Subscription_group=<=12m'}),"frozenset({'Activity_group=181-365d', 'Churned=1', 'Spend_group=20-40'})",0.23985009369144286,0.2617114303560275,0.09119300437226734,0.3802083333333333,1.452776949085123,1.0,0.02842149328125261,1.1911882804339722,0.4100021386521987,0.22222222222222224,0.16050215031020862,0.3643285103420843
frozenset({'Spend_group=20-40'}),"frozenset({'Discount_group=11-20', 'Churned=1', 'Subscription_group=13-24m'})",0.6064959400374765,0.11180512179887571,0.09806371018113678,0.16168898043254376,1.4461679199581148,1.0,0.030254357734723097,1.0595051925470413,0.7840258821150539,0.1581067472306143,0.056163191049579855,0.5193919762497914
"frozenset({'Gender=Male', 'Subscription_group=<=12m'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.12429731417863835,0.4971892567145534,0.08931917551530294,0.7185929648241207,1.445310724476655,1.0,0.02751988626721042,1.7867738913179272,0.3518400287301857,0.1678403755868545,0.44033209525890343,0.44912060301507545
frozenset({'Subscription_group=<=12m'}),"frozenset({'Churned=1', 'Spend_group=20-40'})",0.23985009369144286,0.4971892567145534,0.16926920674578388,0.7057291666666666,1.4194376832077051,1.0,0.050018316940419416,1.708666596651429,0.388733410752349,0.29812981298129815,0.41474831780538296,0.5230907139865997
frozenset({'Subscription_group=13-24m'}),"frozenset({'Churned=1', 'Spend_group=20-40', 'Tickets_group=1-2'})",0.24047470331043097,0.25421611492816987,0.08619612742036227,0.35844155844155845,1.409987555442101,1.0,0.0250635826062802,1.162456662966213,0.38283633676582773,0.21100917431192662,0.13975287693880664,0.3487539487539488
"frozenset({'Activity_group=181-365d', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Tickets_group=3-5'})",0.3079325421611493,0.24359775140537165,0.10555902560899438,0.34279918864097364,1.407234617985125,1.0,0.030547350753998614,1.1509453967813326,0.4181477367397945,0.23669467787114845,0.1311490512090824,0.38806626098715347
frozenset({'Subscription_group=13-24m'}),"frozenset({'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40'})",0.24047470331043097,0.29356652092442226,0.09806371018113678,0.40779220779220776,1.389096435479414,1.0,0.027468388159960916,1.192881094053059,0.36879295172644977,0.22492836676217765,0.16169347893485816,0.3709173804918485
"frozenset({'Discount_group=11-20', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Tickets_group=3-5'})",0.34603372891942535,0.24359775140537165,0.1155527795128045,0.33393501805054154,1.3708460612792743,1.0,0.03125974123761656,1.1356283081881413,0.4136658148119466,0.2437417654808959,0.11943019314526589,0.4041469962047579
"frozenset({'Activity_group=181-365d', 'Discount_group=11-20'})","frozenset({'Churned=1', 'Tickets_group=3-5'})",0.30418488444722047,0.24359775140537165,0.10118675827607745,0.33264887063655035,1.3655662612541464,1.0,0.02708800441323174,1.133439677124874,0.38473302746193233,0.2265734265734266,0.11772984466483657,0.37401674301058285
"frozenset({'Subscription_group=<=12m', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.13179262960649593,0.4971892567145534,0.08931917551530294,0.6777251184834124,1.3631129581557078,1.0,0.023793295960792785,1.5601921593121952,0.306821955023394,0.16550925925925927,0.35905331017632713,0.4286866798447213
frozenset({'Subscription_group=37m+'}),"frozenset({'Churned=1', 'Discount_group=1-10'})",0.2860712054965647,0.2767020612117427,0.10430980637101811,0.36462882096069865,1.3177669127721863,1.0,0.02515331415679066,1.1383864466151954,0.3377654140537821,0.2275204359673024,0.12156368079281392,0.3708019951304622
"frozenset({'Activity_group=181-365d', 'Discount_group=11-20'})","frozenset({'Churned=1', 'Spend_group=40-60'})",0.30418488444722047,0.25733916302311055,0.10306058713304185,0.33880903490759756,1.316585594386077,1.0,0.024781903565112534,1.1232168559246745,0.34557967466405537,0.2247956403269755,0.10969997046851447,0.3696472359004007
"frozenset({'Gender=Female', 'Discount_group=11-20'})","frozenset({'Churned=1', 'Spend_group=40-60'})",0.29793878825733916,0.25733916302311055,0.10056214865708932,0.33752620545073375,1.3116006187539435,1.0,0.0238908302548259,1.1210418330315706,0.33839327158992955,0.22115384615384615,0.10797262819732947,0.36415145223992995
"frozenset({'Spend_group=20-40', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Discount_group=1-10'})",0.3141786383510306,0.2767020612117427,0.1136789506558401,0.36182902584493043,1.3076484658639584,1.0,0.026745073835411276,1.1333920972289515,0.3430462979643308,0.2382198952879581,0.11769280688923453,0.38633212014594154
"frozenset({'Subscription_group=13-24m', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.13366645846346034,0.4971892567145534,0.08619612742036227,0.6448598130841121,1.29701075470812,1.0,0.019738600289247704,1.4158091981984942,0.2643281819796663,0.15825688073394495,0.2936901375747373,0.4091133236274832
"frozenset({'Gender=Female', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Discount_group=1-10'})",0.3048094940662086,0.2767020612117427,0.10930668332292318,0.3586065573770492,1.296002479369426,1.0,0.02496526803789481,1.1276977448200305,0.32853805673212694,0.23148148148148148,0.11323756335117079,0.376820208711098
frozenset({'Subscription_group=13-24m'}),"frozenset({'Churned=1', 'Spend_group=20-40'})",0.24047470331043097,0.4971892567145534,0.15302935665209244,0.6363636363636364,1.2799223389675651,1.0,0.033467917654526516,1.382729544034978,0.2879464285714286,0.2617521367521367,0.2767927724449464,0.4720762905436272
"frozenset({'Discount_group=11-20', 'Subscription_group=13-24m'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.15427857589006871,0.4971892567145534,0.09806371018113678,0.6356275303643724,1.2784418041625127,1.0,0.0213580597073737,1.3799361510167254,0.25752900111958893,0.17720090293453722,0.2753287902029319,0.4164318556344475
"frozenset({'Gender=Female', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Spend_group=40-60'})",0.273579013116802,0.25733916302311055,0.08931917551530294,0.3264840182648402,1.268691536995168,1.0,0.018916581259136533,1.1026625308334834,0.2915476612811094,0.20226308345120228,0.09310421635156363,0.3367856984528085
"frozenset({'Subscription_group=25-36m', 'Spend_group=20-40'})",frozenset({'Churned=1'}),0.12429731417863835,0.7545284197376639,0.11867582760774516,0.9547738693467337,1.2653915271722853,1.0,0.024889971562901236,5.427649385800545,0.23949996245964417,0.1561216105176664,0.8157581802140474,0.5560293187793272
"frozenset({'Discount_group=11-20', 'Tickets_group=1-2'})","frozenset({'Churned=1', 'Spend_group=40-60'})",0.30918176139912557,0.25733916302311055,0.09993753903810118,0.3232323232323232,1.2560557026576442,1.0,0.020372963337639133,1.0973645203091351,0.29509493670886056,0.214190093708166,0.08872577753990703,0.35579091889771497
frozenset({'Activity_group=181-365d'}),"frozenset({'Discount_group=11-20', 'Churned=1', 'Tickets_group=3-5'})",0.49031855090568394,0.1655215490318551,0.10118675827607745,0.20636942675159237,1.2467828386011297,1.0,0.02002847221111416,1.0514696372552066,0.38835179133381764,0.18243243243243246,0.048950188794385764,0.40884509073428676
frozenset({'Spend_group=20-40'}),"frozenset({'Gender=Male', 'Churned=1', 'Discount_group=1-10'})",0.6064959400374765,0.12492192379762648,0.09431605246720799,0.15550978372811536,1.2448558187435634,1.0,0.018551412862276503,1.0362205024298838,0.49985283296541566,0.1480392156862745,0.03495443522392055,0.45525489186405765
frozenset({'Tickets_group=3-5'}),"frozenset({'Activity_group=181-365d', 'Churned=1', 'Spend_group=20-40'})",0.325421611492817,0.2617114303560275,0.10555902560899438,0.32437619961612285,1.2394422329007462,1.0,0.02039247019644576,1.0927509795014478,0.2863795748411131,0.2191958495460441,0.0848784226610936,0.3638587441994695
"frozenset({'Gender=Female', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Tickets_group=3-5'})",0.3048094940662086,0.24359775140537165,0.09181761399125546,0.3012295081967213,1.2365857503152584,1.0,0.01756670662971807,1.0824759452028698,0.2752076571868639,0.20109439124487002,0.076191942710942,0.3390762925598991
"frozenset({'Activity_group=181-365d', 'Gender=Female'})","frozenset({'Churned=1', 'Spend_group=40-60'})",0.2560899437851343,0.25733916302311055,0.08119925046845722,0.3170731707317073,1.2321217144210277,1.0,0.015297278676155338,1.087467654144731,0.25324549505909727,0.1878612716763006,0.0804324191265462,0.3163035756571158
"frozenset({'Activity_group=181-365d', 'Tickets_group=3-5'})","frozenset({'Churned=1', 'Spend_group=20-40'})",0.17239225484072454,0.4971892567145534,0.10555902560899438,0.6123188405797102,1.231560884130799,1.0,0.019847448561388675,1.2969697677269465,0.22718767444456855,0.1871539313399779,0.22897200468088952,0.41231519918432746
frozenset({'Spend_group=20-40'}),"frozenset({'Gender=Female', 'Churned=1', 'Tickets_group=3-5'})",0.6064959400374765,0.12304809494066209,0.09181761399125546,0.1513903192584964,1.2303345235170189,1.0,0.017189443980397942,1.0333984221026908,0.47575855739121026,0.14397649363369247,0.03231901790089225,0.4487916063297558
"frozenset({'Activity_group=181-365d', 'Tickets_group=3-5'})","frozenset({'Discount_group=11-20', 'Churned=1'})",0.17239225484072454,0.4778263585259213,0.10118675827607745,0.5869565217391305,1.2283887468030692,1.0,0.018813194907461417,1.2642098688319803,0.22465408805031448,0.18430034129692832,0.20899209486166015,0.3993606138107417
frozenset({'Subscription_group=37m+'}),"frozenset({'Churned=1', 'Payment_Method=Debit Card'})",0.2860712054965647,0.2560899437851343,0.08994378513429106,0.31441048034934493,1.227734583022686,1.0,0.016683826200130217,1.0850662603388805,0.25981821716729836,0.1988950276243094,0.07839729558295656,0.33281499627223343
"frozenset({'Activity_group=181-365d', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Discount_group=1-10'})",0.3079325421611493,0.2767020612117427,0.10430980637101811,0.33874239350912777,1.224213480830956,1.0,0.019104237240856248,1.0938217295172112,0.26464039430164926,0.21716514954486343,0.08577424180320685,0.35785878140467675
"frozenset({'Discount_group=11-20', 'Spend_group=20-40'})","frozenset({'Gender=Male', 'Churned=1'})",0.34603372891942535,0.36164896939412866,0.15302935665209244,0.44223826714801445,1.222838455447273,1.0,0.027886615212774968,1.1444869610215298,0.278654269730815,0.27590090090090086,0.126246052547917,0.43269080887625244
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Tickets_group=3-5'})",0.6064959400374765,0.24359775140537165,0.18051217988757026,0.2976313079299691,1.2218146769125142,1.0,0.032771132657953866,1.0769304741721175,0.46135552260119733,0.269589552238806,0.07143494962500457,0.5193284744778051
frozenset({'Spend_group=20-40'}),"frozenset({'Activity_group=181-365d', 'Churned=1', 'Tickets_group=3-5'})",0.6064959400374765,0.14303560274828234,0.10555902560899438,0.17404737384140065,1.216811552489443,1.0,0.01880851326134783,1.0375466704880523,0.4528036066497606,0.16391852570320078,0.03618793405253821,0.45601932010847324
"frozenset({'Subscription_group=37m+', 'Spend_group=40-60'})","frozenset({'Churned=1', 'Tickets_group=1-2'})",0.2292317301686446,0.40349781386633354,0.11242973141786383,0.49046321525885556,1.215528804379919,1.0,0.019935229426018483,1.1706754134281045,0.23004682153790745,0.2160864345738295,0.1457922592978301,0.3845504930783442
frozenset({'Spend_group=20-40'}),"frozenset({'Churned=1', 'Discount_group=1-10'})",0.6064959400374765,0.2767020612117427,0.20362273579013118,0.33573635427394444,1.2133496686062868,1.0,0.03580405906520792,1.0888717807184465,0.4468448729184925,0.29963235294117646,0.08161822382779363,0.5358140010647374
frozenset({'Spend_group=20-40'}),"frozenset({'Gender=Male', 'Churned=1', 'Tickets_group=3-5'})",0.6064959400374765,0.12054965646470955,0.0886945658963148,0.14624098867147273,1.21311825317631,1.0,0.015581688677555924,1.0300920187850025,0.44644533869886005,0.13894324853228965,0.029212942374309544,0.4409961420041302
frozenset({'Spend_group=20-40'}),"frozenset({'Activity_group=181-365d', 'Churned=1', 'Discount_group=1-10'})",0.6064959400374765,0.14178638351030606,0.10430980637101811,0.17198764160659116,1.2130053489522135,1.0,0.018316940419420877,1.036474404989419,0.4462503564299972,0.16197866149369544,0.03519084003795665,0.4538352304949255
frozenset({'Discount_group=11-20'}),"frozenset({'Activity_group=181-365d', 'Churned=1', 'Spend_group=40-60'})",0.6046221111805122,0.1405371642723298,0.10306058713304185,0.17045454545454544,1.212878787878788,1.0,0.01808871017138336,1.0360647882744518,0.44391785150078994,0.1605058365758755,0.03480939482029597,0.4518939393939394
frozenset({'Discount_group=11-20'}),"frozenset({'Gender=Male', 'Churned=1', 'Spend_group=40-60'})",0.6046221111805122,0.11430356027482823,0.08369768894440974,0.13842975206611569,1.2110712188953618,1.0,0.014587229015594158,1.0280025823189045,0.4408054514159059,0.1317600786627335,0.027239797643054457,0.4353350946122928
"frozenset({'Activity_group=181-365d', 'Subscription_group=37m+'})",frozenset({'Churned=1'}),0.14366021236727045,0.7545284197376639,0.1311680199875078,0.9130434782608695,1.210084940973222,1.0,0.022772306970854014,2.822923173016863,0.20273696641311514,0.17100977198697068,0.6457572740347381,0.5434422689317593
frozenset({'Tickets_group=3-5'}),"frozenset({'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40'})",0.325421611492817,0.29356652092442226,0.1155527795128045,0.3550863723608445,1.2095601747866214,1.0,0.02001988919323923,1.095392388685643,0.2568318318318318,0.22952853598014888,0.08708513010584618,0.3743516968187201
"frozenset({'Gender=Male', 'Spend_group=20-40'})","frozenset({'Churned=1', 'Tickets_group=3-5'})",0.301686445971268,0.24359775140537165,0.0886945658963148,0.2939958592132505,1.2068906938472155,1.0,0.015204426028235782,1.0713850031413652,0.24548363526417893,0.19425444596443228,0.06662871230422299,0.3290492116579073
"frozenset({'Discount_group=11-20', 'Subscription_group=37m+'})",frozenset({'Churned=1'}),0.15427857589006871,0.7545284197376639,0.13991255465334165,0.9068825910931173,1.2019197254470868,1.0,0.023504984587630853,2.636151318469432,0.1986442287402405,0.181965881397238,0.6206591051910454,0.5461565273346382
frozenset({'Subscription_group=37m+'}),"frozenset({'Gender=Female', 'Churned=1'})",0.2860712054965647,0.3928794503435353,0.13491567770143661,0.47161572052401746,1.200408217104852,1.0,0.022524179726833765,1.1490132716638877,0.2338469265415898,0.2479908151549943,0.12968803349686417,0.4075089731395922
frozenset({'Discount_group=11-20'}),"frozenset({'Gender=Male', 'Churned=1', 'Tickets_group=3-5'})",0.6046221111805122,0.12054965646470955,0.08744534665833854,0.1446280991735537,1.1997387915899456,1.0,0.014558358864560375,1.0281496769832865,0.42107876325885824,0.13712047012732614,0.02737896788129225,0.43500835010491157
frozenset({'Activity_group=181-365d'}),"frozenset({'Churned=1', 'Tickets_group=3-5'})",0.49031855090568394,0.24359775140537165,0.14303560274828234,0.29171974522293,1.1975469541074637,1.0,0.023595106275317468,1.0679420236452937,0.323652495932871,0.24207188160676538,0.06361958059612789,0.4394496162012086
