support,itemsets,length
0.19237976264834478,"frozenset({'Gender=Male', 'Churned=1', 'Tickets_group=1-2'})",3
0.19175515302935664,"frozenset({'Spend_group=20-40', 'Subscription_group=13-24m'})",2
0.19113054341036853,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Gender=Male'})",3
0.19113054341036853,"frozenset({'Region=West', 'Churned=1'})",2
0.18863210493441598,"frozenset({'Churned=1', 'Region=South'})",2
0.18800749531542785,"frozenset({'Churned=1', 'Subscription_group=37m+', 'Spend_group=40-60'})",3
0.18738288569643974,"frozenset({'Gender=Male', 'Spend_group=40-60'})",2
0.18613366645846346,"frozenset({'Activity_group=181-365d', 'Discount_group=1-10'})",2
0.18425983760149905,"frozenset({'Discount_group=11-20', 'Churned=1', 'Spend_group=40-60'})",3
0.18238600874453467,"frozenset({'Activity_group=181-365d', 'Spend_group=40-60'})",2
0.18238600874453467,"frozenset({'Gender=Male', 'Discount_group=1-10'})",2
0.1811367895065584,"frozenset({'Gender=Male', 'Discount_group=11-20', 'Spend_group=20-40'})",3
0.18051217988757026,"frozenset({'Churned=1', 'Spend_group=20-40', 'Tickets_group=3-5'})",3
0.17988757026858213,"frozenset({'Payment_Method=PayPal', 'Tickets_group=1-2'})",2
0.1773891317926296,"frozenset({'Churned=1', 'Region=East'})",2
0.17613991255465333,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Spend_group=20-40'})",3
0.17426608369768895,frozenset({'Activity_group=31-90d'}),1
0.17301686445971268,"frozenset({'Churned=1', 'Activity_group=91-180d'})",2
0.17239225484072454,"frozenset({'Activity_group=181-365d', 'Tickets_group=3-5'})",2
0.1717676452217364,"frozenset({'Gender=Female', 'Payment_Method=Credit Card'})",2
0.1711430356027483,"frozenset({'Subscription_group=<=12m', 'Churned=1'})",2
0.17051842598376016,"frozenset({'Activity_group=181-365d', 'Payment_Method=Credit Card'})",2
0.17051842598376016,"frozenset({'Churned=1', 'Subscription_group=25-36m'})",2
0.17051842598376016,"frozenset({'Gender=Male', 'Payment_Method=Credit Card'})",2
0.16989381636477202,"frozenset({'Gender=Female', 'Payment_Method=Debit Card'})",2
0.16926920674578388,"frozenset({'Subscription_group=<=12m', 'Churned=1', 'Spend_group=20-40'})",3
0.16926920674578388,"frozenset({'Gender=Female', 'Payment_Method=PayPal'})",2
0.16864459712679575,"frozenset({'Discount_group=11-20', 'Spend_group=20-40', 'Tickets_group=1-2'})",3
0.16864459712679575,"frozenset({'Churned=1', 'Subscription_group=13-24m'})",2
0.16739537788881947,"frozenset({'Payment_Method=Credit Card', 'Churned=1', 'Spend_group=20-40'})",3
0.16739537788881947,"frozenset({'Churned=1', 'Spend_group=20-40', 'Payment_Method=Debit Card'})",3
0.16677076826983137,"frozenset({'Gender=Female', 'Tickets_group=3-5'})",2
0.1655215490318551,"frozenset({'Discount_group=11-20', 'Churned=1', 'Tickets_group=3-5'})",3
0.16489693941286696,"frozenset({'Gender=Female', 'Discount_group=11-20', 'Spend_group=20-40'})",3
0.16427232979387882,"frozenset({'Gender=Male', 'Spend_group=20-40', 'Tickets_group=1-2'})",3
0.16302311055590257,"frozenset({'Churned=1', 'Discount_group=1-10', 'Tickets_group=1-2'})",3
0.16239850093691444,"frozenset({'Payment_Method=Credit Card', 'Churned=1', 'Discount_group=11-20'})",3
0.16239850093691444,"frozenset({'Payment_Method=PayPal', 'Churned=1', 'Spend_group=20-40'})",3
0.16114928169893816,"frozenset({'Payment_Method=Debit Card', 'Tickets_group=1-2'})",2
0.16052467207995003,"frozenset({'Activity_group=181-365d', 'Payment_Method=Debit Card'})",2
0.16052467207995003,"frozenset({'Gender=Male', 'Payment_Method=PayPal'})",2
0.15927545284197375,"frozenset({'Activity_group=181-365d', 'Payment_Method=PayPal'})",2
0.15865084322298564,"frozenset({'Discount_group=11-20', 'Churned=1', 'Payment_Method=Debit Card'})",3
0.15865084322298564,"frozenset({'Gender=Male', 'Tickets_group=3-5'})",2
0.15865084322298564,"frozenset({'Region=North', 'Spend_group=20-40'})",2
0.1580262336039975,"frozenset({'Gender=Male', 'Payment_Method=Debit Card'})",2
0.15740162398500937,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40'})",4
0.15740162398500937,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Gender=Female'})",3
0.15677701436602123,"frozenset({'Payment_Method=PayPal', 'Discount_group=11-20', 'Churned=1'})",3
0.15552779512804496,"frozenset({'Region=North', 'Discount_group=11-20'})",2
0.15552779512804496,"frozenset({'Gender=Female', 'Subscription_group=37m+'})",2
0.15490318550905685,"frozenset({'Gender=Male', 'Discount_group=11-20', 'Tickets_group=1-2'})",3
0.15427857589006871,"frozenset({'Activity_group=181-365d', 'Spend_group=20-40', 'Gender=Female'})",3
0.15427857589006871,"frozenset({'Gender=Female', 'Discount_group=11-20', 'Tickets_group=1-2'})",3
0.15427857589006871,"frozenset({'Discount_group=11-20', 'Subscription_group=13-24m'})",2
0.15427857589006871,"frozenset({'Discount_group=11-20', 'Subscription_group=37m+'})",2
0.15365396627108058,"frozenset({'Activity_group=181-365d', 'Gender=Male', 'Spend_group=20-40'})",3
0.15302935665209244,"frozenset({'Gender=Male', 'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40'})",4
0.15302935665209244,"frozenset({'Churned=1', 'Spend_group=20-40', 'Subscription_group=13-24m'})",3
0.15178013741411617,"frozenset({'Gender=Female', 'Churned=1', 'Discount_group=1-10'})",3
0.15178013741411617,"frozenset({'Region=West', 'Discount_group=11-20'})",2
0.15178013741411617,"frozenset({'Spend_group=20-40', 'Region=South'})",2
0.15178013741411617,"frozenset({'Subscription_group=37m+', 'Tickets_group=1-2'})",2
0.15053091817613992,"frozenset({'Discount_group=11-20', 'Subscription_group=<=12m'})",2
0.14990630855715179,"frozenset({'Gender=Female', 'Spend_group=20-40', 'Tickets_group=1-2'})",3
0.14990630855715179,"frozenset({'Region=West', 'Spend_group=20-40'})",2
0.14928169893816365,"frozenset({'Churned=1', 'Spend_group=40-60', 'Tickets_group=1-2'})",3
0.14928169893816365,"frozenset({'Discount_group=11-20', 'Region=South'})",2
0.14803247970018737,"frozenset({'Discount_group=11-20', 'Activity_group=91-180d'})",2
0.14803247970018737,"frozenset({'Discount_group=11-20', 'Region=East'})",2
0.14740787008119924,"frozenset({'Spend_group=20-40', 'Activity_group=91-180d'})",2
0.14678326046221113,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Gender=Male'})",3
0.14678326046221113,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Tickets_group=1-2'})",3
0.146158650843223,"frozenset({'Payment_Method=Credit Card', 'Churned=1', 'Tickets_group=1-2'})",3
0.146158650843223,"frozenset({'Activity_group=91-180d', 'Tickets_group=1-2'})",2
0.146158650843223,"frozenset({'Region=East', 'Spend_group=20-40'})",2
0.14553404122423486,"frozenset({'Activity_group=181-365d', 'Spend_group=20-40', 'Tickets_group=1-2'})",3
0.14553404122423486,"frozenset({'Spend_group=20-40', 'Discount_group=1-10', 'Tickets_group=1-2'})",3
0.14553404122423486,"frozenset({'Discount_group=11-20', 'Subscription_group=25-36m'})",2
0.14428482198625858,"frozenset({'Discount_group=11-20', 'Subscription_group=<=12m', 'Spend_group=20-40'})",3
0.14366021236727045,"frozenset({'Activity_group=181-365d', 'Subscription_group=37m+'})",2
0.14303560274828234,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Tickets_group=3-5'})",3
0.14303560274828234,"frozenset({'Gender=Female', 'Churned=1', 'Spend_group=40-60'})",3
0.14178638351030606,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Discount_group=1-10'})",3
0.14178638351030606,"frozenset({'Gender=Female', 'Region=North'})",2
0.1405371642723298,"frozenset({'Gender=Female', 'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40'})",4
0.1405371642723298,"frozenset({'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40', 'Tickets_group=1-2'})",4
0.1405371642723298,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Spend_group=40-60'})",3
0.1405371642723298,"frozenset({'Discount_group=11-20', 'Spend_group=40-60', 'Tickets_group=1-2'})",3
0.13991255465334165,"frozenset({'Discount_group=11-20', 'Churned=1', 'Subscription_group=37m+'})",3
0.13991255465334165,"frozenset({'Gender=Female', 'Spend_group=20-40', 'Discount_group=1-10'})",3
0.1386633354153654,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Churned=1', 'Gender=Female'})",4
0.1386633354153654,"frozenset({'Discount_group=11-20', 'Subscription_group=37m+', 'Spend_group=40-60'})",3
0.13803872579637727,"frozenset({'Gender=Female', 'Churned=1', 'Payment_Method=Debit Card'})",3
0.13803872579637727,"frozenset({'Discount_group=11-20', 'Spend_group=20-40', 'Tickets_group=3-5'})",3
0.13803872579637727,"frozenset({'Region=East', 'Tickets_group=1-2'})",2
0.13741411617738913,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Payment_Method=Debit Card'})",3
0.13616489693941286,"frozenset({'Activity_group=181-365d', 'Payment_Method=Credit Card', 'Churned=1'})",3
0.13616489693941286,"frozenset({'Churned=0', 'Spend_group=40-60'})",2
0.13616489693941286,"frozenset({'Region=North', 'Tickets_group=1-2'})",2
0.13616489693941286,"frozenset({'Region=South', 'Tickets_group=1-2'})",2
0.13554028732042472,"frozenset({'Churned=0', 'Tickets_group=1-2'})",2
0.13491567770143661,"frozenset({'Gender=Female', 'Churned=1', 'Subscription_group=37m+'})",3
0.13491567770143661,"frozenset({'Payment_Method=PayPal', 'Churned=1', 'Tickets_group=1-2'})",3
0.13491567770143661,"frozenset({'Discount_group=1-10', 'Spend_group=40-60'})",2
0.13366645846346034,"frozenset({'Subscription_group=13-24m', 'Tickets_group=1-2'})",2
0.1330418488444722,"frozenset({'Churned=1', 'Subscription_group=37m+', 'Tickets_group=1-2'})",3
0.1330418488444722,"frozenset({'Gender=Female', 'Discount_group=11-20', 'Spend_group=40-60'})",3
0.13241723922548407,"frozenset({'Gender=Male', 'Churned=1', 'Spend_group=20-40', 'Tickets_group=1-2'})",4
0.13241723922548407,"frozenset({'Activity_group=181-365d', 'Region=South'})",2
0.13241723922548407,"frozenset({'Payment_Method=Credit Card', 'Discount_group=1-10'})",2
0.13241723922548407,"frozenset({'Payment_Method=PayPal', 'Discount_group=1-10'})",2
0.13241723922548407,"frozenset({'Payment_Method=Credit Card', 'Spend_group=40-60'})",2
0.13179262960649593,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Gender=Male', 'Spend_group=20-40'})",4
0.13179262960649593,"frozenset({'Activity_group=181-365d', 'Spend_group=20-40', 'Discount_group=1-10'})",3
0.13179262960649593,"frozenset({'Subscription_group=37m+', 'Discount_group=1-10'})",2
0.13179262960649593,"frozenset({'Payment_Method=Debit Card', 'Spend_group=40-60'})",2
0.13179262960649593,"frozenset({'Subscription_group=<=12m', 'Tickets_group=1-2'})",2
0.1311680199875078,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Subscription_group=37m+'})",3
0.1311680199875078,"frozenset({'Subscription_group=37m+', 'Spend_group=40-60', 'Tickets_group=1-2'})",3
0.1311680199875078,"frozenset({'Gender=Female', 'Region=West'})",2
0.13054341036851969,"frozenset({'Activity_group=181-365d', 'Gender=Female', 'Tickets_group=1-2'})",3
0.13054341036851969,"frozenset({'Region=North', 'Churned=1', 'Spend_group=20-40'})",3
0.13054341036851969,"frozenset({'Discount_group=1-10', 'Payment_Method=Debit Card'})",2
0.13054341036851969,"frozenset({'Gender=Male', 'Subscription_group=37m+'})",2
0.12991880074953155,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Spend_group=20-40', 'Gender=Female'})",4
0.12991880074953155,"frozenset({'Gender=Female', 'Payment_Method=Credit Card', 'Churned=1'})",3
0.1292941911305434,"frozenset({'Payment_Method=PayPal', 'Spend_group=40-60'})",2
0.12866958151155528,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Payment_Method=PayPal'})",3
0.12866958151155528,"frozenset({'Gender=Female', 'Activity_group=91-180d'})",2
0.12866958151155528,"frozenset({'Gender=Male', 'Region=East'})",2
0.12866958151155528,"frozenset({'Region=West', 'Tickets_group=1-2'})",2
0.12804497189256714,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Spend_group=40-60'})",3
0.127420362273579,"frozenset({'Subscription_group=<=12m', 'Spend_group=20-40', 'Tickets_group=1-2'})",3
0.127420362273579,"frozenset({'Gender=Male', 'Churned=0'})",2
0.1267957526545909,"frozenset({'Discount_group=11-20', 'Churned=0'})",2
0.12554653341661462,"frozenset({'Region=West', 'Churned=1', 'Spend_group=20-40'})",3
0.12554653341661462,"frozenset({'Gender=Male', 'Discount_group=11-20', 'Spend_group=40-60'})",3
0.12492192379762648,"frozenset({'Gender=Male', 'Churned=1', 'Discount_group=1-10'})",3
0.12492192379762648,"frozenset({'Gender=Female', 'Churned=1', 'Payment_Method=PayPal'})",3
0.12492192379762648,"frozenset({'Gender=Female', 'Subscription_group=37m+', 'Spend_group=40-60'})",3
0.12492192379762648,"frozenset({'Gender=Male', 'Region=South'})",2
0.12429731417863835,"frozenset({'Gender=Female', 'Discount_group=11-20', 'Churned=1', 'Tickets_group=1-2'})",4
0.12429731417863835,"frozenset({'Discount_group=11-20', 'Churned=1', 'Subscription_group=37m+', 'Spend_group=40-60'})",4
0.12429731417863835,"frozenset({'Gender=Male', 'Payment_Method=Credit Card', 'Churned=1'})",3
0.12429731417863835,"frozenset({'Churned=1', 'Spend_group=20-40', 'Region=South'})",3
0.12429731417863835,"frozenset({'Gender=Male', 'Subscription_group=<=12m'})",2
0.12429731417863835,"frozenset({'Subscription_group=25-36m', 'Spend_group=20-40'})",2
0.12367270455965022,"frozenset({'Activity_group=181-365d', 'Spend_group=20-40', 'Tickets_group=3-5'})",3
0.12367270455965022,"frozenset({'Payment_Method=Credit Card', 'Spend_group=20-40', 'Discount_group=11-20'})",3
0.12367270455965022,"frozenset({'Gender=Female', 'Spend_group=40-60', 'Tickets_group=1-2'})",3
0.12367270455965022,"frozenset({'Gender=Female', 'Region=South'})",2
0.12304809494066209,"frozenset({'Region=North', 'Discount_group=11-20', 'Churned=1'})",3
0.12304809494066209,"frozenset({'Gender=Female', 'Churned=1', 'Tickets_group=3-5'})",3
0.12304809494066209,"frozenset({'Activity_group=181-365d', 'Region=West'})",2
0.12242348532167395,"frozenset({'Churned=1', 'Payment_Method=Debit Card', 'Tickets_group=1-2'})",3
0.12242348532167395,"frozenset({'Activity_group=181-365d', 'Region=North'})",2
0.12242348532167395,"frozenset({'Activity_group=181-365d', 'Subscription_group=<=12m'})",2
0.12242348532167395,"frozenset({'Gender=Female', 'Subscription_group=13-24m'})",2
0.12179887570268583,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Gender=Male', 'Discount_group=11-20'})",4
0.12179887570268583,"frozenset({'Gender=Female', 'Churned=1', 'Spend_group=20-40', 'Tickets_group=1-2'})",4
0.12179887570268583,"frozenset({'Subscription_group=25-36m', 'Tickets_group=1-2'})",2
0.12117426608369769,"frozenset({'Payment_Method=Credit Card', 'Spend_group=20-40', 'Tickets_group=1-2'})",3
0.12054965646470955,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Churned=1', 'Tickets_group=1-2'})",4
0.12054965646470955,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Spend_group=20-40', 'Tickets_group=1-2'})",4
0.12054965646470955,"frozenset({'Gender=Male', 'Churned=1', 'Tickets_group=3-5'})",3
0.12054965646470955,"frozenset({'Gender=Male', 'Spend_group=20-40', 'Discount_group=1-10'})",3
0.12054965646470955,"frozenset({'Gender=Male', 'Subscription_group=<=12m', 'Spend_group=20-40'})",3
0.11992504684572143,"frozenset({'Activity_group=181-365d', 'Subscription_group=<=12m', 'Spend_group=20-40'})",3
0.11992504684572143,"frozenset({'Region=West', 'Churned=1', 'Discount_group=11-20'})",3
0.1193004372267333,"frozenset({'Churned=1', 'Spend_group=20-40', 'Activity_group=91-180d'})",3
0.1193004372267333,"frozenset({'Gender=Male', 'Churned=1', 'Payment_Method=PayPal'})",3
0.1193004372267333,"frozenset({'Gender=Female', 'Discount_group=1-10', 'Tickets_group=1-2'})",3
0.1193004372267333,"frozenset({'Gender=Male', 'Activity_group=91-180d'})",2
0.11867582760774516,"frozenset({'Discount_group=11-20', 'Churned=1', 'Region=South'})",3
0.11867582760774516,"frozenset({'Churned=1', 'Subscription_group=25-36m', 'Spend_group=20-40'})",3
0.11867582760774516,"frozenset({'Churned=1', 'Activity_group=31-90d'})",2
0.11867582760774516,"frozenset({'Churned=0', 'Discount_group=1-10'})",2
0.11867582760774516,"frozenset({'Gender=Male', 'Region=North'})",2
0.11805121798875702,"frozenset({'Gender=Male', 'Churned=1', 'Payment_Method=Debit Card'})",3
0.11805121798875702,"frozenset({'Gender=Female', 'Churned=0'})",2
0.11805121798875702,"frozenset({'Gender=Male', 'Subscription_group=13-24m'})",2
0.1174266083697689,"frozenset({'Gender=Female', 'Subscription_group=25-36m'})",2
0.1174266083697689,"frozenset({'Tickets_group=3-5', 'Payment_Method=Debit Card'})",2
0.11680199875078076,"frozenset({'Activity_group=181-365d', 'Gender=Male', 'Tickets_group=1-2'})",3
0.11680199875078076,"frozenset({'Region=East', 'Churned=1', 'Spend_group=20-40'})",3
0.11680199875078076,"frozenset({'Gender=Male', 'Region=West'})",2
0.11680199875078076,frozenset({'Tickets_group=0'}),1
0.11617738913179262,"frozenset({'Gender=Male', 'Discount_group=11-20', 'Churned=1', 'Tickets_group=1-2'})",4
0.11617738913179262,"frozenset({'Discount_group=11-20', 'Churned=1', 'Region=East'})",3
0.11617738913179262,"frozenset({'Gender=Male', 'Subscription_group=25-36m'})",2
0.1155527795128045,"frozenset({'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40', 'Tickets_group=3-5'})",4
0.1155527795128045,"frozenset({'Discount_group=11-20', 'Spend_group=20-40', 'Subscription_group=13-24m'})",3
0.1155527795128045,"frozenset({'Gender=Female', 'Subscription_group=<=12m'})",2
0.11492816989381636,"frozenset({'Activity_group=181-365d', 'Discount_group=11-20', 'Tickets_group=3-5'})",3
0.11492816989381636,"frozenset({'Payment_Method=PayPal', 'Discount_group=11-20', 'Spend_group=20-40'})",3
0.11492816989381636,"frozenset({'Gender=Female', 'Spend_group=20-40', 'Tickets_group=3-5'})",3
0.11492816989381636,"frozenset({'Activity_group=181-365d', 'Subscription_group=13-24m'})",2
0.11430356027482823,"frozenset({'Churned=1', 'Subscription_group=25-36m', 'Discount_group=11-20'})",3
0.11430356027482823,"frozenset({'Gender=Male', 'Churned=1', 'Spend_group=40-60'})",3
0.11430356027482823,"frozenset({'Tickets_group=3-5', 'Discount_group=1-10'})",2
0.11430356027482823,"frozenset({'Gender=Female', 'Region=East'})",2
0.1136789506558401,"frozenset({'Churned=1', 'Spend_group=20-40', 'Discount_group=1-10', 'Tickets_group=1-2'})",4
0.11305434103685197,"frozenset({'Gender=Female', 'Subscription_group=<=12m', 'Spend_group=20-40'})",3
0.11242973141786383,"frozenset({'Churned=1', 'Subscription_group=37m+', 'Spend_group=40-60', 'Tickets_group=1-2'})",4
0.11242973141786383,"frozenset({'Activity_group=181-365d', 'Subscription_group=37m+', 'Spend_group=40-60'})",3
0.11242973141786383,"frozenset({'Payment_Method=Credit Card', 'Discount_group=11-20', 'Tickets_group=1-2'})",3
0.11242973141786383,"frozenset({'Activity_group=181-365d', 'Region=East'})",2
0.11180512179887571,"frozenset({'Discount_group=11-20', 'Churned=1', 'Subscription_group=13-24m'})",3
0.11180512179887571,"frozenset({'Subscription_group=<=12m', 'Discount_group=11-20', 'Churned=1'})",3
0.11055590256089944,"frozenset({'Gender=Male', 'Discount_group=1-10', 'Tickets_group=1-2'})",3
0.1099312929419113,"frozenset({'Subscription_group=<=12m', 'Discount_group=11-20', 'Churned=1', 'Spend_group=20-40'})",4
0.1099312929419113,"frozenset({'Gender=Male', 'Discount_group=11-20', 'Tickets_group=3-5'})",3
0.10930668332292318,"frozenset({'Gender=Female', 'Churned=1', 'Spend_group=20-40', 'Discount_group=1-10'})",4
0.10930668332292318,"frozenset({'Gender=Female', 'Churned=1', 'Region=North'})",3
0.10930668332292318,"frozenset({'Gender=Male', 'Churned=1', 'Subscription_group=37m+'})",3
0.10930668332292318,"frozenset({'Gender=Male', 'Payment_Method=Credit Card', 'Discount_group=11-20'})",3
0.10930668332292318,"frozenset({'Activity_group=181-365d', 'Subscription_group=25-36m'})",2
0.10930668332292318,"frozenset({'Spend_group=20-40', 'Churned=0'})",2
0.10930668332292318,"frozenset({'Subscription_group=25-36m', 'Spend_group=40-60'})",2
0.10868207370393504,"frozenset({'Gender=Male', 'Spend_group=20-40', 'Tickets_group=3-5'})",3
0.1080574640849469,"frozenset({'Activity_group=181-365d', 'Payment_Method=Credit Card', 'Discount_group=11-20'})",3
0.1080574640849469,"frozenset({'Discount_group=11-20', 'Churned=1', 'Activity_group=91-180d'})",3
0.1080574640849469,"frozenset({'Payment_Method=PayPal', 'Tickets_group=3-5'})",2
0.10743285446595878,"frozenset({'Discount_group=11-20', 'Spend_group=20-40', 'Payment_Method=Debit Card'})",3
0.10680824484697064,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Gender=Female', 'Tickets_group=1-2'})",4
0.10680824484697064,"frozenset({'Activity_group=181-365d', 'Churned=1', 'Region=South'})",3
